participant,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating,negativity_type,positivity_type,net_predisposition_type
3I6EY,jbg,44,gamma,-0.07182812762320978,24.360739366132847,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,45,gamma,-0.16436705820518682,24.74539451269041,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,46,gamma,-0.2793133232174547,24.08268625869598,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,47,gamma,-0.3162156292684415,22.352994156760587,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,48,gamma,-0.31109235566058757,20.568406548456696,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,49,gamma,-0.3001265071827106,20.009460945619182,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,50,gamma,-0.3949957019754855,21.381857876122588,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,51,gamma,-0.7157591681455315,23.43423733146378,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,52,gamma,-1.1671261316739567,24.288383889015392,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,53,gamma,-1.5237832023933997,23.966074978482894,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,54,gamma,-1.4852607770393291,23.517043328955854,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,55,gamma,-1.0706308706601426,23.42732499737903,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,56,gamma,-0.7025794129430913,23.3543681581014,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,57,gamma,-0.6601417268990311,22.99105158797782,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,58,gamma,-0.8904160763774023,22.38621537473664,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,59,gamma,-0.3022911274620945,6.245636676684026,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,ndp,0,gamma,0.035090515919950604,23.690082677422666,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,1,gamma,0.08780250829781622,22.466177334983698,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,2,gamma,0.24869462919860297,21.706044573530384,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,3,gamma,0.3954935293232964,21.837499324234585,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,4,gamma,0.4389027630594029,22.45221851260893,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,5,gamma,0.4102476354084459,22.822579910664842,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,6,gamma,0.41637787896226186,22.67729702424375,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,7,gamma,0.5014866344161852,22.371437497554734,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,8,gamma,0.6248460235464783,22.3097313993025,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,9,gamma,0.6954884096053,22.549379576175447,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,10,gamma,0.6430013490006345,22.84519043928546,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,11,gamma,0.5173094057763983,22.877447925969346,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,12,gamma,0.4286294671861981,22.591741902021383,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,13,gamma,0.4447868694385555,22.222283491871863,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,14,gamma,0.5755708560354797,22.065616791053547,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,15,gamma,0.7684226403718277,22.425582641545873,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,16,gamma,0.9282279754226863,23.377690608198392,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,17,gamma,0.9492977865805798,24.4924229213938,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,18,gamma,0.8115581800026312,25.20158177278526,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,19,gamma,0.6291171998960436,25.35772923262436,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,20,gamma,0.5600166747917541,25.226761592603577,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,21,gamma,0.6096328826025399,25.27375577843201,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,22,gamma,0.5715960316692872,25.68550308159489,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,23,gamma,0.27051069440123143,26.143102795244346,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,24,gamma,-0.1630582533761391,26.219530246746857,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,25,gamma,-0.341676772203364,25.97605756644279,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,26,gamma,-0.16384446348213189,25.884595088741854,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,27,gamma,0.09177769424221793,26.146372560929947,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,28,gamma,0.18016467941028935,26.326027253848693,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,29,gamma,0.03904904243191609,25.26723222796202,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,30,gamma,-0.23414846864181982,22.28146350543271,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,31,gamma,-0.5470322967659023,18.93944862880671,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,32,gamma,-0.7975506677151802,16.59557442498602,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,33,gamma,-0.8869983250006008,15.205057415968966,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,34,gamma,-0.7220957443192901,14.83749750369693,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,35,gamma,-0.4000417896493609,15.57632772349545,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,36,gamma,-0.31218278287989776,16.218677503935663,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,37,gamma,-0.5865466553481244,16.338304443027607,9.578125,1.421875,8.48125,HN,LP,HNP
